task_name,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,val_CIDEr,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,test_CIDEr
funtune_vlci_iuxray,0.4650434722516777,0.30057632404185175,0.2151714036079085,0.16243647362817853,0.18375559831509705,0.37162749750437424,0.29882575565120856,0.5054888553634125,0.3338581891675357,0.24511457469702666,0.1892779048543736,0.20397327586121997,0.39737489072394744,0.4555808896062724
