task_name,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,val_CIDEr,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,test_CIDEr
funtune_vlci_mimic_cxr,0.4296337431971505,0.28421829227579687,0.19852712264269762,0.14546148694468147,0.1825331878043097,0.33585017657840205,0.28473694329720345,0.404619722085929,0.25777722392020846,0.17334571977730523,0.12331782668806458,0.17847820928341843,0.3045057157819318,0.1563967293695192
